Answer,Division,Grouping,Level,Org_Group,Organization,Q Id,Q-Pillar_Group,Question Id,Question Id Details,Question Id Enum,Question Id Short,Question Type,State,Submission Id,Text Answer,Title,Value_NULL,Wording,Completion_Rate,Q_Score,Score_Status,Value
,Ops,Identify bias in AI models,Executive / C-Suite / Director,USPO,USPO,DTM1_3,DTM1_3,QID713,QID71,DTM1_3,DTM1,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Ops,Address bias in AI models,Executive / C-Suite / Director,USPO,USPO,DTM1_4,DTM1_4,QID714,QID71,DTM1_4,DTM1,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Ops,Understand why AI models became biased,Executive / C-Suite / Director,USPO,USPO,DTM1_5,DTM1_5,QID715,QID71,DTM1_5,DTM1,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Ops,Document best practices in preventing bias in AI models,Executive / C-Suite / Director,USPO,USPO,DTM1_6,DTM1_6,QID716,QID71,DTM1_6,DTM1,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, My organization has processes in place ..,1,,Optimizing AI,
,Ops,Data,Executive / C-Suite / Director,USPO,USPO,DTM2,DTM2,QID72,QID72,DTM2,DTM2,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE," My organization has a standardized ability (, API Management) to access data from ",1,,Optimizing AI,
,Ops,Data wrangling,Executive / C-Suite / Director,USPO,USPO,DTM3_1,DTM3_1,QID731,QID73,DTM3_1,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Solution architecture,Executive / C-Suite / Director,USPO,USPO,DTM3_10,DTM3_10,QID7310,QID73,DTM3_10,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Data engineering,Executive / C-Suite / Director,USPO,USPO,DTM3_2,DTM3_2,QID732,QID73,DTM3_2,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Data curation,Executive / C-Suite / Director,USPO,USPO,DTM3_3,DTM3_3,QID733,QID73,DTM3_3,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Data exploration,Executive / C-Suite / Director,USPO,USPO,DTM3_4,DTM3_4,QID734,QID73,DTM3_4,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Data analysis,Executive / C-Suite / Director,USPO,USPO,DTM3_5,DTM3_5,QID735,QID73,DTM3_5,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Algorithm development,Executive / C-Suite / Director,USPO,USPO,DTM3_6,DTM3_6,QID736,QID73,DTM3_6,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Algorithm validation,Executive / C-Suite / Director,USPO,USPO,DTM3_7,DTM3_7,QID737,QID73,DTM3_7,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Full stack development,Executive / C-Suite / Director,USPO,USPO,DTM3_8,DTM3_8,QID738,QID73,DTM3_8,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,UX generation,Executive / C-Suite / Director,USPO,USPO,DTM3_9,DTM3_9,QID739,QID73,DTM3_9,DTM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, To what extent does the workforce engage in the following activities?,1,,Optimizing AI,
,Ops,Natural language processing,Executive / C-Suite / Director,USPO,USPO,DTM4_1,DTM4_1,"QID74,choiceId:1",QID74,DTM4_1,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Unsupervised learning,Executive / C-Suite / Director,USPO,USPO,DTM4_2,DTM4_2,"QID74,choiceId:2",QID74,DTM4_2,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Supervised learning,Executive / C-Suite / Director,USPO,USPO,DTM4_3,DTM4_3,"QID74,choiceId:3",QID74,DTM4_3,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Forecasting and simulation,Executive / C-Suite / Director,USPO,USPO,DTM4_4,DTM4_4,"QID74,choiceId:4",QID74,DTM4_4,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Process automation,Executive / C-Suite / Director,USPO,USPO,DTM4_5,DTM4_5,"QID74,choiceId:5",QID74,DTM4_5,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Statistical modeling,Executive / C-Suite / Director,USPO,USPO,DTM4_6,DTM4_6,"QID74,choiceId:6",QID74,DTM4_6,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Neural networks,Executive / C-Suite / Director,USPO,USPO,DTM4_7,DTM4_7,"QID74,choiceId:7",QID74,DTM4_7,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Other,Executive / C-Suite / Director,USPO,USPO,DTM4_9,DTM4_9,"QID74,choiceId:9",QID74,DTM4_9,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,(please specify),Executive / C-Suite / Director,USPO,USPO,DTM4_9_TEXT,DTM4_9_TEXT,QID749TEXT,QID74,DTM4_9_TEXT,DTM4,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following techniques does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,MySQL,Executive / C-Suite / Director,USPO,USPO,DTM5_1,DTM5_1,"QID75,choiceId:1",QID75,DTM5_1,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Microsoft Azure Data Lake,Executive / C-Suite / Director,USPO,USPO,DTM5_10,DTM5_10,"QID75,choiceId:10",QID75,DTM5_10,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Amazon Redshift,Executive / C-Suite / Director,USPO,USPO,DTM5_11,DTM5_11,"QID75,choiceId:11",QID75,DTM5_11,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Amazon Athena,Executive / C-Suite / Director,USPO,USPO,DTM5_12,DTM5_12,"QID75,choiceId:12",QID75,DTM5_12,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Amazon DynamoDB,Executive / C-Suite / Director,USPO,USPO,DTM5_13,DTM5_13,"QID75,choiceId:13",QID75,DTM5_13,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Google Cloud BigQuery,Executive / C-Suite / Director,USPO,USPO,DTM5_14,DTM5_14,"QID75,choiceId:14",QID75,DTM5_14,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Google Cloud BigQuery,Executive / C-Suite / Director,USPO,USPO,DTM5_15,DTM5_15,"QID75,choiceId:15",QID75,DTM5_15,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Google Cloud Firestore,Executive / C-Suite / Director,USPO,USPO,DTM5_16,DTM5_16,"QID75,choiceId:16",QID75,DTM5_16,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Other,Executive / C-Suite / Director,USPO,USPO,DTM5_18,DTM5_18,"QID75,choiceId:18",QID75,DTM5_18,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,PostgreSQL,Executive / C-Suite / Director,USPO,USPO,DTM5_2,DTM5_2,"QID75,choiceId:2",QID75,DTM5_2,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,SQLite,Executive / C-Suite / Director,USPO,USPO,DTM5_3,DTM5_3,"QID75,choiceId:3",QID75,DTM5_3,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Oracle Database,Executive / C-Suite / Director,USPO,USPO,DTM5_4,DTM5_4,"QID75,choiceId:4",QID75,DTM5_4,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,MongoDB,Executive / C-Suite / Director,USPO,USPO,DTM5_5,DTM5_5,"QID75,choiceId:5",QID75,DTM5_5,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Snowflake,Executive / C-Suite / Director,USPO,USPO,DTM5_6,DTM5_6,"QID75,choiceId:6",QID75,DTM5_6,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,IBM Db2,Executive / C-Suite / Director,USPO,USPO,DTM5_7,DTM5_7,"QID75,choiceId:7",QID75,DTM5_7,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Microsoft SQL Server,Executive / C-Suite / Director,USPO,USPO,DTM5_8,DTM5_8,"QID75,choiceId:8",QID75,DTM5_8,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Microsoft Access,Executive / C-Suite / Director,USPO,USPO,DTM5_9,DTM5_9,"QID75,choiceId:9",QID75,DTM5_9,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,(please specify),Executive / C-Suite / Director,USPO,USPO,DTM5_18_TEXT,DTM5_18_TEXT,QID7518TEXT,QID75,DTM5_18_TEXT,DTM5,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the data warehousing capabilities does your organization use to enable AI model building? Please select all that ,1,,Optimizing AI,
,Ops,Data,Executive / C-Suite / Director,USPO,USPO,DTM6,DTM6,QID76,QID76,DTM6,DTM6,Likert,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following best describes how your organization stores data?,1,,Optimizing AI,
,Ops,Amazon Web Services (AWS),Executive / C-Suite / Director,USPO,USPO,DTM6a_1,DTM6a_1,"QID77,choiceId:1",QID77,DTM6a_1,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Other,Executive / C-Suite / Director,USPO,USPO,DTM6a_10,DTM6a_10,"QID77,choiceId:10",QID77,DTM6a_10,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Microsoft Azure,Executive / C-Suite / Director,USPO,USPO,DTM6a_2,DTM6a_2,"QID77,choiceId:2",QID77,DTM6a_2,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Google Cloud Platform (GCP),Executive / C-Suite / Director,USPO,USPO,DTM6a_3,DTM6a_3,"QID77,choiceId:3",QID77,DTM6a_3,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,IBM Cloud / Red Hat,Executive / C-Suite / Director,USPO,USPO,DTM6a_4,DTM6a_4,"QID77,choiceId:4",QID77,DTM6a_4,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Oracle Cloud,Executive / C-Suite / Director,USPO,USPO,DTM6a_5,DTM6a_5,"QID77,choiceId:5",QID77,DTM6a_5,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,SAP Cloud,Executive / C-Suite / Director,USPO,USPO,DTM6a_6,DTM6a_6,"QID77,choiceId:6",QID77,DTM6a_6,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Salesforce Cloud,Executive / C-Suite / Director,USPO,USPO,DTM6a_7,DTM6a_7,"QID77,choiceId:7",QID77,DTM6a_7,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,VMware Cloud,Executive / C-Suite / Director,USPO,USPO,DTM6a_8,DTM6a_8,"QID77,choiceId:8",QID77,DTM6a_8,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,(please specify),Executive / C-Suite / Director,USPO,USPO,DTM6a_10_TEXT,DTM6a_10_TEXT,QID7710TEXT,QID77,DTM6a_10_TEXT,DTM6a,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, What cloud hosting/computing capabilities does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Amazon Sagemaker,Executive / C-Suite / Director,USPO,USPO,DTM7_1,DTM7_1,"QID78,choiceId:1",QID78,DTM7_1,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Other,Executive / C-Suite / Director,USPO,USPO,DTM7_12,DTM7_12,"QID78,choiceId:12",QID78,DTM7_12,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Amazon,Executive / C-Suite / Director,USPO,USPO,DTM7_2,DTM7_2,"QID78,choiceId:2",QID78,DTM7_2,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Amazon Rekognition,Executive / C-Suite / Director,USPO,USPO,DTM7_3,DTM7_3,"QID78,choiceId:3",QID78,DTM7_3,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Azure Machine Learning Studio,Executive / C-Suite / Director,USPO,USPO,DTM7_4,DTM7_4,"QID78,choiceId:4",QID78,DTM7_4,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Azure Cognitive Services,Executive / C-Suite / Director,USPO,USPO,DTM7_5,DTM7_5,"QID78,choiceId:5",QID78,DTM7_5,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Google Cloud AI Platform / Google Cloud ML Engine,Executive / C-Suite / Director,USPO,USPO,DTM7_6,DTM7_6,"QID78,choiceId:6",QID78,DTM7_6,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Google Cloud Video AI,Executive / C-Suite / Director,USPO,USPO,DTM7_7,DTM7_7,"QID78,choiceId:7",QID78,DTM7_7,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Google Cloud Natural,Executive / C-Suite / Director,USPO,USPO,DTM7_8,DTM7_8,"QID78,choiceId:8",QID78,DTM7_8,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Google Cloud Vision AI,Executive / C-Suite / Director,USPO,USPO,DTM7_9,DTM7_9,"QID78,choiceId:9",QID78,DTM7_9,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,(please specify),Executive / C-Suite / Director,USPO,USPO,DTM7_12_TEXT,DTM7_12_TEXT,QID7812TEXT,QID78,DTM7_12_TEXT,DTM7,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following machine learning products does your organization use? Please select all that ,1,,Optimizing AI,
,Ops,Agile project management,Executive / C-Suite / Director,USPO,USPO,DTM8_1,DTM8_1,"QID79,choiceId:1",QID79,DTM8_1,DTM8,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Ops,Continuous integration/Continuous delivery (CI/CD),Executive / C-Suite / Director,USPO,USPO,DTM8_2,DTM8_2,"QID79,choiceId:2",QID79,DTM8_2,DTM8,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Ops,Automated testing,Executive / C-Suite / Director,USPO,USPO,DTM8_3,DTM8_3,"QID79,choiceId:3",QID79,DTM8_3,DTM8,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Ops,Key performance indicators (KPIs) measurement,Executive / C-Suite / Director,USPO,USPO,DTM8_4,DTM8_4,"QID79,choiceId:4",QID79,DTM8_4,DTM8,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Ops,Containerization,Executive / C-Suite / Director,USPO,USPO,DTM8_5,DTM8_5,"QID79,choiceId:5",QID79,DTM8_5,DTM8,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Ops,Source control,Executive / C-Suite / Director,USPO,USPO,DTM8_6,DTM8_6,"QID79,choiceId:6",QID79,DTM8_6,DTM8,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Ops,Collaboration and communication,Executive / C-Suite / Director,USPO,USPO,DTM8_7,DTM8_7,"QID79,choiceId:7",QID79,DTM8_7,DTM8,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
,Ops,Other,Executive / C-Suite / Director,USPO,USPO,DTM8_9,DTM8_9,"QID79,choiceId:9",QID79,DTM8_9,DTM8,Multi-Punch,COMPLETED,R_31A6IFOdSFJKfux,,Director of Ops,TRUE, Which of the following DevOps best practices does your organization use to support AI implementations? Please select all that ,1,,Optimizing AI,
2,Ops,Process,Executive / C-Suite / Director,USPO,USPO,PM1,PM1,QID83,QID83,PM1,PM1,Likert,COMPLETED,R_31A6IFOdSFJKfux,Agree,Director of Ops,FALSE, My organization has a defined change management plan to integrate AI into the ,1,0.75,Optimizing AI,3
3,Ops,"Formal networks, such as an AI Center of Excellence or innovation program",Executive / C-Suite / Director,USPO,USPO,PM2_1,PM2_1,QID841,QID84,PM2_1,PM2,Likert,COMPLETED,R_31A6IFOdSFJKfux,Neither agree nor disagree,Director of Ops,FALSE," To share knowledge, my organization ..",1,0.5,Maturing AI,2
3,Ops,"Informal networks, such as learning groups",Executive / C-Suite / Director,USPO,USPO,PM2_2,PM2_2,QID842,QID84,PM2_2,PM2,Likert,COMPLETED,R_31A6IFOdSFJKfux,Neither agree nor disagree,Director of Ops,FALSE," To share knowledge, my organization ..",1,0.5,Maturing AI,2
2,Ops,Data Scientist,Executive / C-Suite / Director,USPO,USPO,PM3_1,PM3_1,QID851,QID85,PM3_1,PM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,Exists but not fully utilized,Director of Ops,FALSE, How would you rate the maturity of the following AI roles?,1,0.5,Maturing AI,2
1,Ops,Statistician,Executive / C-Suite / Director,USPO,USPO,PM3_2,PM3_2,QID852,QID85,PM3_2,PM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,Role doesn’t exist,Director of Ops,FALSE, How would you rate the maturity of the following AI roles?,1,0,Initial AI,0
2,Ops,Data Engineer,Executive / C-Suite / Director,USPO,USPO,PM3_3,PM3_3,QID853,QID85,PM3_3,PM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,Exists but not fully utilized,Director of Ops,FALSE, How would you rate the maturity of the following AI roles?,1,0.5,Maturing AI,2
1,Ops,Full Stack Developers,Executive / C-Suite / Director,USPO,USPO,PM3_4,PM3_4,QID854,QID85,PM3_4,PM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,Role doesn’t exist,Director of Ops,FALSE, How would you rate the maturity of the following AI roles?,1,0,Initial AI,0
1,Ops,UX Designers,Executive / C-Suite / Director,USPO,USPO,PM3_5,PM3_5,QID855,QID85,PM3_5,PM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,Role doesn’t exist,Director of Ops,FALSE, How would you rate the maturity of the following AI roles?,1,0,Initial AI,0
1,Ops,Solution Architect,Executive / C-Suite / Director,USPO,USPO,PM3_6,PM3_6,QID856,QID85,PM3_6,PM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,Role doesn’t exist,Director of Ops,FALSE, How would you rate the maturity of the following AI roles?,1,0,Initial AI,0
3,Ops,QA Testers,Executive / C-Suite / Director,USPO,USPO,PM3_7,PM3_7,QID857,QID85,PM3_7,PM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,Fully integrated into team structure,Director of Ops,FALSE, How would you rate the maturity of the following AI roles?,1,1,Optimizing AI,4
3,Ops,Communication and Change Manager,Executive / C-Suite / Director,USPO,USPO,PM3_8,PM3_8,QID858,QID85,PM3_8,PM3,Likert,COMPLETED,R_31A6IFOdSFJKfux,Fully integrated into team structure,Director of Ops,FALSE, How would you rate the maturity of the following AI roles?,1,1,Optimizing AI,4
4,Ops,Integrates risk management controls into AI design,Executive / C-Suite / Director,USPO,USPO,To_1,To_1,QID881,QID88,To_1,To,Likert,COMPLETED,R_31A6IFOdSFJKfux,4,Director of Ops,FALSE,To what extent does you organization engage in the following activities to manage the risk of AI initiatives?,1,0.75,Optimizing AI,3
3,Ops,Aligns AI risk management with the organization’s broader risk management efforts,Executive / C-Suite / Director,USPO,USPO,To_2,To_2,QID882,QID88,To_2,To,Likert,COMPLETED,R_31A6IFOdSFJKfux,3,Director of Ops,FALSE,To what extent does you organization engage in the following activities to manage the risk of AI initiatives?,1,0.5,Maturing AI,2
United States Post Office,Operations,Demographics,Executive / C-Suite / Director,USPO,USPO,Q1,Q1,QID10TEXT,QID10,Q1,Q1,Demographics info,COMPLETED,R_3JJDNPQxo9mEVUu,United States Post Office,Technical Director,TRUE, What is your Organization?,1,,Optimizing AI,
Operations,Operations,Demographics,Executive / C-Suite / Director,USPO,USPO,Q1a,Q1a,QID11TEXT,QID11,Q1a,Q1a,Demographics info,COMPLETED,R_3JJDNPQxo9mEVUu,Operations,Technical Director,TRUE, What is your Division?,1,,Optimizing AI,
Technical Director,Operations,Demographics,Executive / C-Suite / Director,USPO,USPO,Q2,Q2,QID12TEXT,QID12,Q2,Q2,Demographics info,COMPLETED,R_3JJDNPQxo9mEVUu,Technical Director,Technical Director,TRUE, What is your title?,1,,Optimizing AI,
1,Operations,Demographics,Executive / C-Suite / Director,USPO,USPO,Q3,Q3,QID13,QID13,Q3,Q3,Demographics info,COMPLETED,R_3JJDNPQxo9mEVUu,Executive / C-Suite / Director,Technical Director,TRUE, What is your level in your organization?,1,,Optimizing AI,
,Operations,Demographics,Executive / C-Suite / Director,USPO,USPO,Q3_4_TEXT,Q3_4_TEXT,QID134TEXT,QID13,Q3_4_TEXT,Q3,Demographics info,COMPLETED,R_3JJDNPQxo9mEVUu,,Technical Director,TRUE, What is your level in your organization?,1,,Optimizing AI,
